Brand,Model,Battery Capacity (kWh),Efficiency (Wh/km),Top Speed (km/h),Drive Type,Vehicle Weight (kg),Motor Power (kW),Acceleration 0-100 (sec),Charging Time (hours),Range (km)
Tesla,Model 3 SR (v2024),133.8,275.0,275.0,AWD,3083.5,880.0,2.1,5.3,446.8
BMW,i4 eDrive40 (v2025),103.7,239.1,176.0,AWD,2611.6,237.6,8.9,3.1,382.7
Mercedes,EQB 300 (v2025),83.1,216.9,175.5,AWD,2295.2,248.5,9.1,2.7,350.1
Honda,Prologue Touring (v2024),37.8,213.7,142.2,AWD,1842.8,94.5,11.2,1.8,171.4
Tesla,Model 3 LR (v2023),66.4,203.3,196.2,AWD,2030.2,429.0,7.0,2.4,316.1
Rivian,R1T Quad Motor (v2023),95.1,227.2,244.5,RWD,2191.2,767.0,2.9,3.9,392.6
BMW,iX xDrive40 (v2023),66.7,204.3,172.7,FWD,1790.5,261.6,8.8,6.6,312.8
MG,ZS EV Long Range (v2021),36.8,193.0,146.0,RWD,1634.7,115.6,10.8,2.9,180.8
Chevrolet,Bolt EUV (v2024),64.2,203.7,154.8,RWD,2114.3,206.3,9.8,2.4,278.9
Ford,F-150 Lightning Standard (v2022),77.3,200.6,177.3,RWD,2204.0,316.7,7.9,3.5,347.8
Volkswagen,ID.3 Pro (v2021),76.4,204.0,164.8,FWD,2202.0,202.0,9.4,2.1,355.3
Honda,Prologue Touring (v2021),73.6,202.1,167.8,FWD,2145.3,228.3,9.7,3.5,343.8
Lucid,Air Grand Touring (v2022),83.6,226.9,195.6,AWD,2296.5,430.6,6.7,4.1,357.8
Hyundai,Ioniq 6 Long Range (v2023),84.0,217.1,194.1,AWD,2131.6,372.6,7.4,4.0,344.2
Ford,Mustang Mach-E ER (v2023),49.1,187.7,166.2,AWD,1734.2,186.7,10.3,1.4,249.2
Chevrolet,Bolt EUV (v2021),108.2,216.2,174.2,AWD,2437.2,272.6,8.6,3.7,489.1
Mercedes,EQE SUV 350 (v2024),87.0,208.6,178.7,AWD,2200.7,310.9,8.3,3.1,377.3
Volvo,EX30 Twin Motor (v2023),82.8,206.2,175.9,RWD,2324.5,302.7,8.3,2.9,383.0
Nissan,Ariya 87kWh (v2021),57.6,189.8,151.5,FWD,2038.6,164.9,9.9,1.5,280.5
Kia,EV6 Light (v2023),61.6,191.3,164.6,RWD,1894.3,208.7,9.6,3.0,286.9
Volkswagen,ID. Buzz Pro (v2025),107.2,218.1,172.0,FWD,2374.4,245.4,9.2,4.2,457.7
Polestar,Polestar 3 Long Range (v2021),63.9,199.5,157.5,RWD,1877.9,142.9,10.3,2.2,303.0
Jaguar,I-Pace EV400 (v2022),98.1,217.8,191.8,AWD,2271.9,420.2,6.9,5.0,398.1
Polestar,Polestar 2 Long Range (v2023),109.4,225.0,201.1,FWD,2647.5,376.7,7.2,9.5,443.7
Honda,e (v2021),53.1,189.5,163.7,FWD,1899.0,231.5,9.4,1.6,260.9
Chevrolet,Equinox EV (v2024),83.3,204.5,175.2,FWD,2061.3,313.5,8.4,2.8,395.7
Honda,e:Ny1 (v2023),67.5,205.6,162.8,AWD,1929.3,223.9,9.7,3.1,289.1
BMW,iX xDrive40 (v2024),64.6,203.9,157.9,RWD,1944.8,173.3,9.9,3.7,298.4
Ford,Mustang Mach-E GT (v2021),84.6,195.7,172.3,FWD,2143.6,250.1,9.3,2.7,403.3
Polestar,Polestar 2 Long Range (v2025),97.7,211.8,175.8,AWD,2347.1,265.4,8.5,2.8,407.9
Polestar,Polestar 2 Standard (v2021),66.8,225.5,170.9,AWD,2206.0,246.3,8.9,2.2,267.9
Hyundai,Ioniq 6 Standard (v2022),83.7,203.3,168.5,FWD,2002.1,246.8,9.1,4.6,401.2
Honda,e:Ny1 (v2021),36.6,192.3,153.1,AWD,1840.2,155.0,10.5,2.2,185.0
Volvo,C40 Recharge (v2022),77.7,210.0,170.5,FWD,2253.9,197.4,9.8,2.3,357.6
BYD,Han EV (v2023),74.8,204.8,161.3,FWD,2087.5,182.5,9.2,5.8,335.3
Mercedes,EQG 580 (v2023),70.6,200.1,164.8,FWD,2017.7,204.2,9.6,2.4,342.7
Honda,e:Ny1 (v2023),36.0,189.9,155.5,FWD,1793.5,158.7,10.2,1.6,174.3
Hyundai,Kona Electric 39kWh (v2021),97.9,214.3,192.3,AWD,2258.2,363.9,8.2,4.0,408.5
BYD,Han EV (v2025),106.5,243.9,199.1,FWD,2484.1,461.2,6.9,2.8,406.2
Mercedes,EQE SUV 350 (v2024),92.0,214.5,183.0,FWD,2325.4,352.9,7.8,4.3,391.1
Jaguar,I-Pace Black (v2024),88.5,214.8,181.3,RWD,2253.4,336.7,8.0,3.6,375.6
Volkswagen,ID.7 Pro (v2024),103.6,209.5,198.5,FWD,2273.3,442.8,6.7,2.6,465.1
Ford,Mustang Mach-E ER (v2021),76.3,211.4,180.7,RWD,2025.6,304.7,8.5,4.3,322.3
Mercedes,EQS 450+ (v2023),67.3,213.8,189.4,AWD,2113.4,301.5,8.3,7.5,304.4
Rivian,R1S Dual Motor (v2022),100.8,223.4,186.3,RWD,2558.1,305.6,8.8,2.4,416.6
Honda,Prologue Touring (v2021),46.1,194.1,165.7,RWD,1678.8,165.1,10.4,2.6,217.6
Honda,Prologue Touring (v2025),44.7,184.7,150.7,FWD,1517.0,123.7,10.4,2.8,232.3
Volkswagen,ID.4 Pro (v2023),46.4,187.1,156.8,FWD,1893.9,163.7,10.0,4.4,222.1
Toyota,bZ3 (v2023),58.6,214.0,159.6,RWD,1978.2,183.9,10.1,2.6,267.3
Ford,Mustang Mach-E ER (v2023),92.2,228.3,190.1,AWD,2239.2,414.8,6.9,2.9,367.0
BYD,Seal AWD (v2021),96.8,228.8,191.2,RWD,2493.4,401.6,7.6,9.6,412.5
Audi,RS e-tron GT (v2024),99.8,215.4,192.8,RWD,2358.7,404.7,7.0,4.2,431.5
Chevrolet,Bolt EV (v2025),47.3,202.1,157.6,FWD,1711.8,192.2,9.6,2.4,210.9
BMW,i7 xDrive60 (v2022),101.2,211.3,170.6,FWD,2524.9,266.9,8.4,2.5,441.0
BMW,iX1 xDrive30 (v2025),90.6,224.7,188.8,AWD,2452.5,374.5,7.7,2.7,394.6
Ford,Mustang Mach-E GT (v2025),57.4,215.3,170.6,AWD,2118.9,221.6,10.0,3.4,250.0
Tesla,Model X LR (v2021),62.3,205.9,204.3,RWD,1891.5,426.6,7.1,2.1,295.8
Jaguar,I-Pace HSE (v2024),89.1,237.7,172.0,AWD,2280.6,288.4,8.4,2.9,333.4
BMW,i4 eDrive40 (v2022),45.7,188.5,158.4,RWD,1643.3,142.5,10.2,3.0,236.2
Volkswagen,ID.4 GTX (v2024),53.3,184.2,152.4,FWD,1831.0,147.5,10.3,2.5,262.5
Jaguar,I-Pace EV400 (v2023),102.0,231.4,185.3,AWD,2481.6,245.0,9.1,3.0,413.9
Hyundai,Kona Electric 39kWh (v2022),62.3,202.7,155.4,FWD,2049.1,138.5,10.0,3.3,294.6
Chevrolet,Bolt EV (v2023),66.4,183.6,167.1,FWD,1856.4,269.5,8.6,2.9,333.3
Toyota,bZ3 (v2025),52.8,201.5,169.7,AWD,1776.4,215.7,8.9,2.1,256.6
MG,MG4 EV Long Range (v2022),48.8,194.4,153.8,AWD,1686.0,147.6,10.4,2.2,243.6
Honda,e:Ny1 (v2025),35.5,186.2,141.1,AWD,1674.9,101.3,11.1,1.9,183.1
Tesla,Model Y Performance (v2024),131.0,260.8,271.9,AWD,2783.7,880.0,2.1,2.9,452.3
BMW,i4 eDrive40 (v2024),74.6,209.8,174.8,FWD,2017.4,258.2,8.7,3.1,323.4
Nissan,Townstar EV (v2021),71.6,205.0,169.8,FWD,2030.3,264.1,8.7,2.2,337.5
Porsche,Taycan 4S (v2023),77.4,239.0,233.2,AWD,2267.6,653.7,4.7,8.0,305.3
BYD,Seal RWD (v2025),51.1,202.7,169.6,AWD,1871.0,226.9,9.5,2.9,244.6
Kia,EV6 Light (v2024),69.4,204.5,171.3,AWD,1938.0,271.0,9.0,5.7,313.1
Kia,EV6 GT (v2025),81.3,197.4,191.4,FWD,2130.2,350.9,7.9,3.2,373.3
Honda,Prologue Touring (v2022),37.8,184.4,140.9,RWD,1702.5,128.1,10.2,3.5,198.7
Porsche,Taycan 4S (v2023),80.5,215.5,202.8,RWD,2006.6,502.8,6.1,2.2,347.5
Ford,F-150 Lightning Extended (v2023),93.5,202.3,182.0,FWD,2256.6,366.6,7.6,2.3,452.1
Toyota,bZ4X FWD (v2021),81.4,216.9,189.8,FWD,2233.0,354.3,7.7,2.8,357.6
Lucid,Air Sapphire (v2025),94.2,216.0,182.5,RWD,2484.1,353.7,7.9,2.8,420.6
Tesla,Model Y Performance (v2021),89.3,234.1,190.5,AWD,2434.9,362.0,7.8,3.1,337.2
Chevrolet,Silverado EV WT (v2023),96.9,219.5,194.1,RWD,2511.5,326.8,8.0,4.5,420.7
Rivian,R1S Dual Motor (v2021),59.6,234.1,214.1,AWD,2037.2,502.1,6.0,3.1,230.6
Lucid,Air Sapphire (v2022),69.8,211.8,202.8,RWD,1951.6,477.2,6.4,5.1,304.2
Ford,Mustang Mach-E SR (v2025),56.3,175.9,152.1,AWD,1757.4,130.8,10.5,4.9,300.2
Honda,e:Ny1 (v2021),69.1,215.5,157.1,AWD,2106.2,187.1,9.5,2.3,308.2
Toyota,bZ4X AWD (v2024),100.3,253.4,194.7,AWD,2714.0,398.7,7.2,4.5,360.7
BYD,Atto 3 (v2022),64.1,207.4,167.7,AWD,1886.0,273.4,8.8,2.1,295.6
Tesla,Cybertruck Dual (v2021),60.5,219.5,194.4,AWD,2064.7,362.5,8.3,2.0,247.6
Kia,Soul EV (v2022),55.3,201.8,159.2,AWD,2099.1,171.5,10.0,2.5,257.6
Polestar,Polestar 3 Long Range (v2021),102.5,220.6,170.5,FWD,2497.9,273.8,9.1,3.6,425.5
Lucid,Air Pure (v2021),114.1,263.9,244.2,AWD,2537.0,694.1,3.7,2.7,395.8
Porsche,Macan EV 4 (v2024),126.6,247.3,234.6,AWD,2737.7,652.3,3.9,8.2,488.1
Polestar,Polestar 3 Long Range (v2024),61.8,191.1,158.7,RWD,2029.9,190.2,9.9,2.0,288.3
Mercedes,EQE 500 (v2025),76.4,202.8,176.9,FWD,2086.3,295.6,8.4,2.0,368.5
Hyundai,Kona Electric 64kWh (v2025),80.4,212.6,160.9,RWD,2087.7,209.3,9.0,3.0,351.9
Ford,F-150 Lightning Standard (v2023),75.7,220.8,163.0,AWD,2372.5,246.6,9.5,3.9,302.7
Hyundai,Kona Electric 64kWh (v2021),64.0,201.6,159.0,AWD,1983.2,179.1,9.8,4.0,303.1
Tesla,Cybertruck Dual (v2021),79.1,206.1,237.4,AWD,2151.6,676.8,4.1,5.2,364.4
Volvo,EX90 Performance (v2021),91.0,227.0,179.5,AWD,2318.0,309.2,8.5,8.8,360.1
Hyundai,Ioniq 5 Long Range (v2024),90.7,219.3,192.8,FWD,2184.8,389.6,7.7,2.7,368.8
Honda,Prologue EX (v2024),61.6,191.1,161.6,FWD,1955.7,223.9,9.2,1.9,310.7
BMW,i5 M60 (v2024),97.9,207.1,182.2,FWD,2313.6,377.0,8.0,3.0,440.0
Honda,Prologue Touring (v2022),66.8,184.3,149.9,FWD,1926.6,156.8,10.7,2.5,338.1
Mercedes,EQE 500 (v2021),48.3,208.5,155.3,AWD,1764.6,175.1,10.0,3.4,209.2
Kia,EV9 Light (v2023),100.5,227.0,164.5,AWD,2471.6,234.8,9.3,3.3,391.0
Toyota,bZ4X AWD (v2024),92.1,216.2,174.3,FWD,2307.0,226.4,9.7,2.4,397.1
Polestar,Polestar 4 Dual (v2021),83.8,203.2,173.6,FWD,2274.9,274.7,8.8,2.9,366.3
Chevrolet,Blazer EV RS (v2021),81.9,224.4,172.1,RWD,2342.6,298.3,8.4,5.5,352.7
Honda,e:Ny1 (v2021),65.5,204.7,174.3,FWD,1823.1,276.4,9.1,3.8,296.4
Nissan,Leaf e+ (v2024),48.7,193.6,154.8,FWD,1877.4,172.8,10.2,2.0,232.3
Polestar,Polestar 4 Dual (v2025),51.5,202.5,160.7,AWD,2077.7,205.5,9.5,2.5,247.2
Ford,F-150 Lightning Extended (v2023),85.0,197.3,166.3,RWD,2169.2,254.7,8.8,5.9,382.6
MG,MG4 EV Standard (v2021),59.4,216.0,155.9,AWD,2146.2,154.0,10.6,1.4,261.2
Mercedes,EQE 500 (v2022),97.4,225.0,184.5,RWD,2554.6,316.3,7.9,3.5,423.8
Jaguar,I-Pace EV400 (v2025),73.6,205.9,194.9,FWD,2208.3,319.1,8.3,3.1,324.0
Porsche,Taycan Cross Turismo (v2021),131.0,255.7,242.7,AWD,2965.0,741.9,3.4,3.1,474.3
Polestar,Polestar 2 Performance (v2022),74.4,217.3,158.3,AWD,2197.6,242.2,8.4,3.3,302.5
Lucid,Air Sapphire (v2022),101.7,257.9,255.3,AWD,2675.4,730.1,3.2,6.1,361.7
Mercedes,EQE SUV 350 (v2025),81.2,213.8,190.2,RWD,2363.0,356.3,7.3,6.9,349.0
Rivian,R1T Performance (v2025),54.3,210.6,184.0,AWD,1755.7,316.0,8.1,3.3,242.2
Polestar,Polestar 2 Standard (v2025),74.9,207.2,168.2,RWD,2037.6,203.2,9.6,2.5,328.1
Honda,e:Ny1 (v2023),69.4,181.8,158.6,FWD,1897.1,153.3,10.1,3.7,368.4
Mercedes,EQE 350+ (v2022),67.8,196.1,160.1,FWD,1862.0,200.4,9.0,2.2,320.5
Honda,e (v2021),51.5,199.1,165.1,FWD,1945.4,206.6,9.7,2.1,237.8
Nissan,Ariya 63kWh (v2021),63.5,190.1,174.2,RWD,1987.5,283.4,8.2,1.9,324.6
Volvo,EX30 Single Motor (v2021),46.0,207.6,158.5,AWD,2011.0,182.4,9.8,1.3,203.8
Ford,E-Transit (v2023),64.8,209.9,167.4,FWD,2106.7,203.7,9.8,4.7,284.7
BYD,Seal AWD (v2021),81.2,212.3,178.3,FWD,2074.9,293.8,8.8,4.0,346.7
Porsche,Macan EV Turbo (v2022),91.7,225.0,198.3,AWD,2230.4,461.8,5.9,4.6,380.3
Toyota,bZ4X AWD (v2021),90.8,211.3,170.0,RWD,2279.6,234.1,9.2,2.7,393.2
Ford,F-150 Lightning Extended (v2022),73.3,204.3,159.5,AWD,1993.2,227.0,9.4,3.3,323.5
Chevrolet,Bolt EV (v2023),53.2,200.7,158.4,FWD,1949.2,197.5,9.6,2.2,247.0
Polestar,Polestar 2 Performance (v2024),48.8,200.0,168.4,AWD,1956.9,213.7,9.0,1.8,216.1
Volvo,EX90 Performance (v2024),52.6,184.1,150.6,RWD,1774.7,159.5,10.2,3.3,274.9
Ford,E-Transit (v2025),82.9,211.1,186.0,FWD,2314.5,346.6,8.1,6.0,372.8
Volvo,EX30 Twin Motor (v2025),74.0,212.5,183.4,FWD,2088.6,328.9,8.5,2.4,337.0
Nissan,Ariya e-4ORCE (v2022),72.3,232.3,177.7,AWD,2153.0,324.7,7.9,3.4,291.1
Audi,Q8 55 e-tron (v2022),101.4,220.1,178.0,AWD,2425.0,282.5,8.8,3.1,437.8
Honda,Prologue Touring (v2023),49.8,178.6,162.5,FWD,1608.8,181.0,10.2,2.3,256.2
Ford,F-150 Lightning Extended (v2024),78.4,200.9,172.8,FWD,2324.2,214.9,9.3,1.9,361.9
Tesla,Model Y Performance (v2025),100.2,232.8,232.9,AWD,2322.0,598.6,5.1,2.8,420.8
Toyota,bZ3 (v2022),70.3,203.2,167.7,FWD,2087.6,200.5,9.1,5.9,334.5
Toyota,bZ4X AWD (v2022),84.0,202.0,176.3,RWD,2210.0,273.9,8.7,3.4,369.0
Tesla,Cybertruck Dual (v2022),99.1,245.5,215.9,AWD,2646.7,547.7,5.7,6.6,373.2
Hyundai,Ioniq EV (v2022),84.4,213.9,160.8,FWD,2301.8,211.1,9.8,2.2,366.7
Tesla,Model S Dual (v2021),138.1,233.0,206.7,RWD,2926.0,472.5,6.0,4.5,560.2
BYD,Atto 3 (v2025),103.7,223.9,188.4,RWD,2476.4,334.6,7.8,7.7,420.5
Rivian,R1T Performance (v2024),51.0,212.8,184.4,AWD,1648.9,340.0,7.4,2.6,211.2
MG,MG4 EV Standard (v2021),47.1,198.5,158.1,AWD,1982.2,152.7,11.1,2.7,230.2
Hyundai,Ioniq 6 Long Range (v2022),63.5,211.9,179.4,AWD,1988.6,264.1,9.0,1.8,283.2
Chevrolet,Blazer EV LT (v2024),56.7,198.9,162.8,FWD,2030.9,211.3,9.5,3.8,267.7
Ford,Mustang Mach-E SR (v2023),59.9,204.7,161.1,FWD,1870.5,225.0,9.5,2.2,258.4
Jaguar,I-Pace Black (v2023),94.1,234.5,185.9,AWD,2456.0,358.2,7.6,3.9,381.4
Volvo,EX30 Twin Motor (v2021),102.4,213.4,192.7,FWD,2373.8,371.3,8.0,5.0,443.6
Rivian,R1T Quad Motor (v2022),59.5,207.5,173.4,AWD,2085.1,225.3,9.1,2.3,254.6
Hyundai,Kona Electric 39kWh (v2024),99.8,216.4,185.9,RWD,2364.9,341.9,8.0,4.0,435.2
Ford,Mustang Mach-E SR (v2025),106.1,218.2,178.2,AWD,2551.4,328.8,8.1,4.2,464.1
Audi,Q4 50 e-tron (v2025),73.4,207.2,178.5,RWD,2049.9,299.5,8.8,6.6,338.3
Mercedes,EQC 400 (v2023),80.2,211.7,174.0,AWD,2287.6,235.9,9.8,3.2,351.6
Porsche,Taycan 4S (v2024),95.2,234.9,206.9,AWD,2329.9,501.5,6.2,4.2,364.2
Tesla,Cybertruck Tri (v2023),77.9,220.2,209.3,AWD,2093.7,502.5,6.5,2.8,324.8
Mercedes,EQS SUV 450 (v2022),94.9,202.9,181.8,RWD,2410.9,332.6,8.4,3.0,441.1
MG,ZS EV Long Range (v2023),42.3,197.3,149.1,RWD,1570.9,119.8,10.5,4.1,206.0
Honda,Prologue EX (v2025),44.4,206.2,155.0,AWD,1852.9,151.1,9.5,1.7,200.6
Tesla,Cybertruck Tri (v2022),128.4,247.5,216.5,AWD,2903.2,544.0,6.1,4.8,507.6
BMW,iX xDrive40 (v2024),94.8,227.5,198.9,AWD,2309.8,376.6,7.6,5.2,398.7
Toyota,bZ4X FWD (v2023),61.6,204.8,159.7,AWD,2003.6,199.8,9.5,2.3,278.8
BYD,Dolphin Standard (v2022),71.6,199.6,152.2,RWD,2163.2,164.9,9.5,3.5,339.9
Chevrolet,Blazer EV LT (v2022),57.7,189.1,159.5,FWD,1771.2,156.5,9.9,5.0,296.6
Chevrolet,Bolt EUV (v2024),78.3,197.8,188.5,FWD,1954.3,333.5,7.9,3.1,376.7
Mercedes,EQE SUV 350 (v2025),56.9,192.3,161.9,RWD,1978.9,255.5,9.0,2.4,262.3
Audi,Q6 e-tron (v2024),96.9,237.8,194.7,AWD,2654.2,380.4,7.9,3.5,358.8
Polestar,Polestar 4 Dual (v2023),100.7,220.9,191.7,FWD,2569.3,337.1,8.0,4.6,433.3
Mercedes,EQS 580 (v2022),86.5,224.7,190.2,FWD,2412.4,326.5,8.0,3.3,373.4
Nissan,Ariya 87kWh (v2022),69.3,202.2,166.8,RWD,2046.4,251.1,8.9,4.7,314.0
Nissan,Ariya e-4ORCE (v2025),52.7,197.7,157.9,AWD,1900.6,173.0,9.9,2.5,246.8
Tesla,Model X LR (v2021),122.5,243.8,233.5,AWD,2716.9,629.4,4.9,3.2,447.0
Lucid,Air Touring (v2025),103.2,228.1,199.4,AWD,2385.6,443.3,6.6,6.4,434.5
Porsche,Macan EV Turbo (v2023),73.5,227.6,183.8,AWD,2070.7,322.6,7.9,5.3,311.0
Porsche,Taycan Turbo S (v2024),118.3,268.0,275.0,AWD,2746.1,877.6,2.1,3.7,391.9
MG,ZS EV Long Range (v2022),70.5,197.2,180.2,FWD,2086.0,309.5,8.8,2.0,348.7
Tesla,Model X LR (v2024),107.4,262.4,264.1,AWD,2594.1,860.5,2.1,5.5,374.3
Hyundai,Kona Electric 39kWh (v2024),98.9,218.9,172.5,AWD,2600.8,286.3,8.7,3.9,405.3
Volkswagen,ID.4 GTX (v2022),101.9,212.1,190.2,FWD,2599.9,369.1,7.6,5.2,451.0
Honda,e:Ny1 (v2021),69.0,189.4,158.8,FWD,1936.1,205.6,9.3,1.8,354.9
Rivian,R1S Quad Motor (v2023),65.8,231.1,189.0,AWD,2249.1,354.1,7.5,5.9,274.8
Kia,EV9 Light (v2024),99.6,215.3,179.9,FWD,2370.9,273.9,8.1,6.9,427.3
Audi,Q4 50 e-tron (v2023),71.1,206.1,154.4,FWD,2166.4,177.1,9.8,2.6,311.9
Volvo,EX90 Performance (v2023),51.2,201.7,146.9,AWD,1822.9,163.0,10.3,3.5,243.3
Rivian,R1T Dual Motor (v2021),87.3,221.5,177.4,RWD,2334.6,336.6,7.9,8.8,373.1
Polestar,Polestar 2 Long Range (v2021),93.0,209.4,167.2,AWD,2217.4,278.2,9.0,2.5,425.9
Tesla,Cybertruck Dual (v2021),65.7,222.7,198.4,RWD,2102.6,440.8,6.6,1.9,287.7
Polestar,Polestar 2 Performance (v2023),101.6,218.6,184.1,RWD,2232.0,348.1,7.9,6.9,415.3
Kia,EV9 GT-Line (v2021),83.5,211.3,180.6,RWD,2298.5,300.5,8.8,6.6,370.7
BMW,iX xDrive50 (v2024),92.5,208.2,177.5,RWD,2114.1,302.4,8.6,4.0,392.4
Hyundai,Kona Electric 39kWh (v2022),99.5,222.6,183.7,FWD,2543.9,342.5,7.9,3.7,425.9
Porsche,Taycan Cross Turismo (v2024),98.3,234.4,207.1,AWD,2481.9,428.9,6.9,2.5,372.0
Volvo,XC40 Recharge (v2021),57.5,206.8,160.1,FWD,2057.8,199.3,9.8,2.7,252.2
Polestar,Polestar 3 Long Range (v2023),84.1,195.8,162.3,RWD,2020.7,246.8,9.0,4.4,379.6
Volkswagen,ID.5 Pro (v2024),76.3,204.4,163.8,RWD,2039.3,198.8,9.6,2.2,357.7
Audi,Q4 Sportback (v2024),55.1,190.7,156.8,FWD,1798.5,148.7,10.5,1.9,266.8
Volvo,C40 Recharge (v2025),56.6,181.7,159.1,FWD,1688.2,204.9,9.6,3.4,282.5
Volkswagen,ID. Buzz Pro (v2022),84.7,218.9,173.9,AWD,2136.1,279.3,8.9,2.5,368.6
Volkswagen,ID. Buzz Pro (v2025),50.3,186.5,149.8,FWD,1870.0,111.5,10.5,1.5,243.8
Hyundai,Ioniq 5 N (v2021),51.1,189.9,151.7,FWD,1677.1,138.8,10.3,3.5,238.1
Jaguar,I-Pace Black (v2022),94.1,221.8,203.8,RWD,2245.4,409.1,6.6,6.1,376.9
Ford,Mustang Mach-E ER (v2025),84.4,203.1,165.0,FWD,2205.1,243.5,9.0,3.2,371.8
Volkswagen,ID.3 Pro S (v2023),52.7,199.4,164.7,AWD,1768.1,182.8,9.9,3.7,253.5
Chevrolet,Bolt EV (v2021),59.5,188.8,173.4,RWD,1949.9,264.2,8.7,2.3,296.0
Volvo,C40 Recharge (v2021),46.3,179.9,163.2,FWD,1836.6,160.3,9.8,1.6,244.2
Lucid,Air Grand Touring (v2024),98.1,233.4,206.6,RWD,2434.9,444.2,6.9,5.1,393.1
BYD,Dolphin Standard (v2025),80.3,204.4,181.6,FWD,2021.0,314.3,8.4,5.6,377.3
BMW,i7 xDrive60 (v2021),71.8,214.3,169.3,AWD,2263.9,242.5,8.9,2.4,325.0
Tesla,Model S Plaid (v2024),104.9,241.0,222.0,AWD,2506.2,533.4,5.8,2.4,383.9
Rivian,R1T Dual Motor (v2022),50.2,209.8,173.8,AWD,1975.7,248.6,9.0,1.3,232.7
Tesla,Model S Plaid (v2025),79.1,225.2,235.0,AWD,2314.6,628.7,4.4,5.2,326.1
Jaguar,I-Pace EV400 (v2022),103.4,216.2,198.0,RWD,2243.5,403.2,6.7,3.6,442.7
Jaguar,I-Pace Black (v2022),66.8,217.8,176.8,AWD,2165.9,299.5,9.0,2.2,275.5
MG,MG4 EV XPOWER (v2022),43.0,183.7,161.8,FWD,1848.0,143.8,10.1,2.1,209.2
Rivian,R1T Dual Motor (v2024),108.4,265.2,236.2,AWD,2752.5,675.1,4.4,6.1,392.9
Volkswagen,ID.7 Pro (v2024),46.8,196.6,153.7,AWD,1701.5,160.4,9.8,1.5,211.3
Jaguar,I-Pace HSE (v2025),101.4,212.2,167.2,FWD,2341.0,241.5,9.6,2.5,448.7
Audi,e-tron GT (v2024),91.3,209.6,177.9,FWD,2384.0,293.1,8.4,4.0,385.7
Toyota,bZ3 (v2022),48.5,198.4,161.8,AWD,1855.2,176.7,10.1,1.9,232.6
BMW,i5 eDrive40 (v2021),58.7,193.2,154.3,RWD,1753.6,197.9,10.1,1.8,285.5
Mercedes,EQE 350+ (v2021),79.9,209.4,184.0,RWD,2211.2,342.8,8.1,3.1,360.3
Lucid,Air Touring (v2021),90.6,234.1,206.4,AWD,2405.4,498.7,6.0,2.1,363.9
Ford,Mustang Mach-E GT (v2024),78.2,198.5,174.3,RWD,2020.0,244.5,9.0,2.0,373.0
Audi,e-tron GT (v2025),63.5,203.7,167.8,AWD,2023.1,263.0,9.1,5.4,301.9
Chevrolet,Bolt EUV (v2025),73.5,207.8,158.9,AWD,2171.5,245.3,9.2,3.0,313.3
Chevrolet,Bolt EV (v2025),59.2,204.1,168.2,RWD,1764.4,247.4,9.5,1.9,266.7
Rivian,R1T Quad Motor (v2025),75.0,215.7,236.1,RWD,2071.6,622.3,4.5,2.7,329.4
Hyundai,Ioniq 5 N (v2024),85.7,219.4,189.0,FWD,2394.9,377.4,7.4,2.7,348.1
Ford,F-150 Lightning Extended (v2024),74.4,181.2,170.0,FWD,1889.3,240.0,9.0,4.8,398.3
Audi,Q8 50 e-tron (v2021),60.0,205.9,160.9,AWD,1957.0,205.0,9.5,1.8,278.6
Porsche,Taycan Turbo (v2025),61.2,203.9,197.3,RWD,1975.8,408.6,6.4,6.0,290.1
Porsche,Taycan Cross Turismo (v2025),77.8,228.6,181.3,AWD,2087.2,346.4,7.4,3.2,306.4
Lucid,Air Grand Touring (v2023),67.7,225.8,187.5,AWD,2090.6,362.2,7.4,2.8,292.9
Audi,Q6 e-tron (v2025),109.6,228.8,187.4,RWD,2515.2,379.8,7.9,8.5,436.0
Volvo,XC40 Recharge (v2023),45.3,184.3,146.3,FWD,1657.5,111.7,10.3,1.8,227.4
Ford,F-150 Lightning Extended (v2025),98.4,208.8,169.6,RWD,2383.4,279.3,9.0,5.9,421.5
Hyundai,Kona Electric 39kWh (v2021),99.6,213.0,198.2,RWD,2268.8,425.8,6.8,4.7,413.6
Volvo,EX30 Twin Motor (v2022),70.4,215.2,161.9,AWD,2244.2,204.4,9.4,2.0,295.1
MG,Cyberster RWD (v2025),44.5,179.2,142.9,RWD,1786.4,133.4,11.1,1.5,239.2
Toyota,bZ3 (v2023),55.2,178.7,143.2,RWD,1853.8,142.5,10.6,3.8,294.2
Hyundai,Ioniq 5 N (v2022),109.9,238.0,186.4,AWD,2733.1,349.4,7.6,9.1,423.9
Volkswagen,ID.5 GTX (v2024),106.5,221.8,184.2,FWD,2418.6,307.9,8.5,3.4,440.8
Hyundai,Ioniq 6 Long Range (v2023),77.6,210.1,153.8,RWD,2169.1,195.2,9.4,2.3,346.4
Polestar,Polestar 2 Performance (v2023),67.7,203.9,167.4,RWD,1958.1,259.3,8.8,2.4,311.5
Chevrolet,Bolt EUV (v2021),106.6,221.7,202.8,FWD,2612.1,472.9,6.3,5.1,461.1
Mercedes,EQS SUV 450 (v2023),90.4,194.9,172.5,RWD,2107.4,279.1,8.9,3.1,417.5
BYD,Han EV (v2024),68.3,195.9,163.9,FWD,1907.1,258.3,8.7,1.9,326.1
